hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	mgi_id	viability_impc	viability_mgi	viability_combined	lof_oe	lof_oe_lower	lof_oe_upper	shet_rgcme_mean	shet_rgcme_lower	shet_rgcme_upper	omim_description	omim_mendelian_phenotype_molecular_basis_known	mode_of_inheritance
HGNC:16855	TRAM2	-0.122	n	n	MGI:1924817	viable	viable	viable	0.211	0.132	0.349	0.0968766103159972	0.0615803254682726	0.151837730686032	-	-	-
HGNC:29011	TRANK1	0.02	n	n	MGI:1341834	viable	viable	viable	0.70128	0.62	0.793	0.0091349253890412	0.00863735582841145	0.0096517190311673	-	-	-
HGNC:16264	TRAP1	-0.072	n	n	MGI:1915265	viable	viable	viable	1.1411	0.972	1.344	0.00245242073998396	0.00233501053806379	0.00257619757379573	-	-	-
HGNC:19894	TRAPPC1	-1.191	y	y	MGI:1098727	lethal	lethal	lethal	0.54823	0.337	0.93	0.0366141769684367	0.0247083335446362	0.0542163806660834	-	-	-
HGNC:23068	TRAPPC2	0.587	n	n	MGI:1913476	viable	viable	viable	NA	NA	NA	NA	NA	NA	Spondyloepiphyseal dysplasia tarda, 313400 (3)	Spondyloepiphyseal dysplasia tarda	X-linked recessive
HGNC:10710	TRAPPC2B	NA	-	-	MGI:1913300	viable	viable	viable	0.62212	0.324	1.303	NA	NA	NA	-	-	-
HGNC:30887	TRAPPC2L	-0.216	n	n	MGI:1916295	viable	viable	viable	NA	NA	NA	0.00417759618509228	0.00365769599794027	0.00476743182429814	Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, 618331 (3)	Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis	Autosomal recessive
HGNC:19942	TRAPPC3	-1.651	y	y	-	-	-	-	0.27339	0.134	0.626	0.120270991275676	0.0506142075314112	0.277346518867911	-	-	-
HGNC:21090	TRAPPC3L	0.133	n	n	-	-	-	-	1.0121	0.705	1.483	0.00264728883944303	0.0024301758506047	0.00288420895872147	-	-	-
HGNC:19943	TRAPPC4	-0.892	y	n	MGI:1926211	lethal	lethal	lethal	1.234	0.908	1.69	0.00864827315861915	0.00717726910825094	0.0104169031497184	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741 (3)	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy	Autosomal recessive
HGNC:23067	TRAPPC5	-0.785	y	n	-	-	-	-	0.74434	0.387	1.528	0.161671501563972	0.0547673361797167	0.445344930386138	-	-	-
HGNC:23069	TRAPPC6A	-0.142	n	n	MGI:1914341	-	viable	viable	1.4308	1.036	1.878	0.00274635378835974	0.0024203267495557	0.00311391132981784	-	-	-
HGNC:23066	TRAPPC6B	-0.075	n	n	-	-	-	-	1.07	0.544	1.842	0.00653956197001742	0.00562398604626392	0.0076111257504403	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, 617862 (3)	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	Autosomal recessive
HGNC:29169	TRAPPC8	-1.475	y	y	-	-	-	-	0.33233	0.263	0.422	0.113181719076918	0.0892951916620086	0.142965574105955	-	-	-
HGNC:30832	TRAPPC9	-0.171	n	n	MGI:1923760	viable	viable	viable	0.65144	0.542	0.786	0.00877956861449316	0.00810498343433008	0.00951494187114425	Intellectual developmental disorder, autosomal recessive 13, 613192 (3)	Intellectual developmental disorder, autosomal recessive 13	Autosomal recessive
HGNC:11868	TRAPPC10	-0.056	n	n	MGI:1336209	viable	viable	viable	0.19116	0.136	0.273	0.101658541541401	0.0777532755594634	0.132412385045628	Neurodevelopmental disorder with microcephaly, short stature, and speech delay, 620027 (3)	Neurodevelopmental disorder with microcephaly, short stature, and speech delay	Autosomal recessive
HGNC:25751	TRAPPC11	-0.98	y	n	MGI:2444585	lethal	lethal	lethal	0.67837	0.565	0.817	0.0158927593483444	0.0143650391927323	0.0175314588882664	Muscular dystrophy, limb-girdle, autosomal recessive 18, 615356 (3)	Muscular dystrophy, limb-girdle, autosomal recessive 18	Autosomal recessive
HGNC:24284	TRAPPC12	-0.011	n	n	-	-	-	-	0.94447	0.753	1.193	0.00822243365105821	0.00739743012607241	0.00913233444480448	Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, 617669 (3)	Encephalopathy, progressive, early-onset, with brain atrophy and spasticity	Autosomal recessive
HGNC:25828	TRAPPC13	-0.27	n	n	-	-	-	-	0.79437	0.578	1.109	0.0326231244019619	0.0249215067243827	0.0427282475759518	-	-	-
HGNC:25604	TRAPPC14	-0.115	n	n	-	-	-	-	0.45957	0.33	0.651	0.113972295744401	0.0746619164523463	0.174959316082194	-	-	-
HGNC:29592	TRARG1	0.103	n	n	MGI:3029307	viable	viable	viable	1.25	0.842	1.808	0.0102967646670434	0.0079189326716839	0.013353026060242	-	-	-
HGNC:30698	TRAT1	0.078	n	n	MGI:1924897	-	viable	viable	0.98784	0.557	1.735	0.00763499280868291	0.00636433570384915	0.00918427760163205	-	-	-
HGNC:12155	TRB	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:12252	TRD	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:2977	TRDMT1	0.075	n	n	MGI:1274787	viable	viable	viable	1.0604	0.792	1.438	0.0153251861648401	0.0129612985403309	0.0180589272832996	-	-	-
HGNC:12261	TRDN	0.141	n	n	MGI:1924007	-	viable	viable	1.1069	0.905	1.361	NA	NA	NA	Cardiac arrhythmia syndrome, with or without skeletal muscle weakness, 615441 (3)	Cardiac arrhythmia syndrome, with or without skeletal muscle weakness	Autosomal recessive
HGNC:12266	TREH	-0.181	n	n	MGI:1926230	viable	viable	viable	0.97601	0.804	1.191	NA	NA	NA	Trehalase deficiency, 612119 (3)	Trehalase deficiency	Autosomal recessive
HGNC:17760	TREM1	-0.069	n	n	MGI:1930005	viable	viable	viable	0.67559	0.456	1.026	0.00765147776683467	0.00646889243078917	0.00905802725951352	-	-	-
HGNC:17761	TREM2	0.004	n	n	MGI:1913150	-	viable	viable	0.84187	0.596	1.212	0.00858948241362999	0.0069834683907082	0.0105713664760276	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2, 618193 (3)	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2	Autosomal recessive
HGNC:20434	TREML1	-0.044	n	n	MGI:1918576	viable	viable	viable	1.0536	0.776	1.453	0.00200981836657942	0.00181600236488014	0.00221950545989321	-	-	-
HGNC:21092	TREML2	-0.084	n	n	-	-	-	-	0.98426	0.72	1.366	0.0162879560899601	0.0129569811011576	0.020404553307085	-	-	-
HGNC:30807	TREML4	0.019	n	n	-	-	-	-	0.94832	0.69	1.324	0.00554143940918087	0.00470728462220247	0.00651761604977002	-	-	-
HGNC:18273	TRERF1	-0.098	n	n	-	-	-	-	NA	NA	NA	0.0413527816787632	0.0345984123359353	0.049441554849999	-	-	-
HGNC:12269	TREX1	-0.078	n	n	MGI:1328317	viable	viable	viable	0.7655	0.481	1.267	0.0141236745578186	0.0104500586999587	0.0191237826465413	Aicardi-Goutieres syndrome 1, dominant and recessive, 225750 (3)|Chilblain lupus, 610448 (3)|Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations, 192315 (3)|{Systemic lupus erythematosus, susceptibility to}, 152700 (3)	Aicardi-Goutieres syndrome 1, dominant and recessive|Chilblain lupus|Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations	Autosomal dominant, Autosomal recessive|Autosomal dominant
HGNC:12270	TREX2	0.05	n	n	MGI:1346343	-	viable	viable	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:12271	TRG	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:12298	TRH	0.312	n	n	MGI:98823	viable	viable	viable	1.1304	0.631	1.837	0.00362471626363128	0.00286549001619352	0.00458638048705525	Thyrotropin-releasing hormone deficiency, 275120 (1)	-	-
HGNC:30748	TRHDE	-0.089	n	n	-	-	-	-	0.62291	0.491	0.796	0.0292814482933383	0.0251187834026494	0.0340920618266469	-	-	-
HGNC:12299	TRHR	0.249	n	n	MGI:98824	-	viable	viable	0.48058	0.316	0.751	0.0177972814375728	0.0138087886908245	0.0229537383758278	Hypothyroidism, congenital, nongoitrous, 7, 618573 (3)	Hypothyroidism, congenital, nongoitrous, 7	Autosomal recessive
HGNC:26937	TRIAP1	-1.103	y	y	-	-	-	-	0.95141	0.538	1.698	0.0209616361446128	0.0121533604996358	0.0361261208484802	-	-	-
HGNC:16891	TRIB1	-0.077	n	n	MGI:2443397	subviable	lethal	lethal	0.52219	0.334	0.846	0.0332304966606571	0.0241080940042221	0.0453469082027796	-	-	-
HGNC:30809	TRIB2	-0.072	n	n	MGI:2145021	subviable	lethal	lethal	0.070755	0.028	0.223	0.241624704485736	0.103465762117324	0.539259810538131	-	-	-
HGNC:16228	TRIB3	0.085	n	n	MGI:1345675	-	viable	viable	1.1667	0.826	1.666	0.00322739237906599	0.00291976196705801	0.00356325389582077	-	-	-
HGNC:22200	TRIL	-0.072	n	n	MGI:1914123	-	viable	viable	0.72672	0.522	1.03	0.0135375806679777	0.0113047676131688	0.0162178018966636	-	-	-
HGNC:15974	TRIM2	0.066	n	n	MGI:1933163	viable	viable	viable	0.26862	0.185	0.398	0.0986067567986768	0.0709397321551932	0.136889028793952	Charcot-Marie-Tooth disease, type 2R, 615490 (3)	Charcot-Marie-Tooth disease, type 2R	Autosomal recessive
HGNC:10064	TRIM3	0.102	n	n	MGI:1860040	viable	viable	viable	0.1952	0.126	0.31	0.170029033338025	0.107357236533359	0.266743696923464	-	-	-
HGNC:16275	TRIM4	-0.072	n	n	-	-	-	-	0.98744	0.731	1.354	0.00242929788311193	0.0022330662629631	0.00264364472169065	-	-	-
HGNC:16276	TRIM5	0.074	n	n	-	-	-	-	0.72953	0.524	1.034	0.00320825185325018	0.00290819255228969	0.00353927793905978	-	-	-
HGNC:16277	TRIM6	0.071	n	n	MGI:2137352	-	viable	viable	0.77936	0.6	1.022	0.00750149825594377	0.00675628375376325	0.00832360135128795	-	-	-
HGNC:16278	TRIM7	0.015	n	n	MGI:2137353	viable	viable	viable	1.0928	0.813	1.489	0.00296420870035115	0.00270517080884882	0.00324372995876345	-	-	-
HGNC:15579	TRIM8	-0.132	n	n	MGI:1933302	viable	viable	viable	0.16669	0.099	0.291	0.330302548268568	0.15585534714413	0.673629787453638	Focal segmental glomerulosclerosis and neurodevelopmental syndrome, 619428 (3)	Focal segmental glomerulosclerosis and neurodevelopmental syndrome	Autosomal dominant
HGNC:16288	TRIM9	-0.252	n	n	MGI:2137354	viable	lethal	lethal	0.28026	0.196	0.407	0.0919388755793754	0.0616600332080262	0.136902182697475	-	-	-
HGNC:10072	TRIM10	-0.093	n	n	MGI:1338757	viable	viable	viable	0.98563	0.762	1.287	0.00891983808881815	0.00775569043914092	0.0102628840670211	-	-	-
HGNC:16281	TRIM11	0.055	n	n	-	-	-	-	0.57832	0.386	0.891	0.0912466578796924	0.0520170974671693	0.158712039455667	-	-	-
HGNC:9976	TRIM13	0.041	n	n	MGI:1913847	viable	viable	viable	0.53114	0.354	0.818	0.0308626034813931	0.0211176442993703	0.044911775073675	-	-	-
HGNC:16283	TRIM14	-0.078	n	n	MGI:1921985	viable	viable	viable	0.78351	0.585	1.063	0.0272186020206996	0.0210301637644004	0.0351067237624474	-	-	-
HGNC:16284	TRIM15	-0.035	n	n	MGI:1916347	viable	viable	viable	1.0119	0.775	1.336	0.00194648896344125	0.00180914666647467	0.00209254404496104	-	-	-
HGNC:17241	TRIM16	0.017	n	n	MGI:2137356	viable	viable	viable	0.67845	0.513	0.907	0.00464567778126801	0.00420943959555844	0.0051244231687999	-	-	-
HGNC:13430	TRIM17	-0.126	n	n	MGI:1861440	viable	viable	viable	0.74076	0.545	1.022	0.00975281735715557	0.00820443672586911	0.0115757196729731	-	-	-
HGNC:11312	TRIM21	0.061	n	n	MGI:106657	viable	viable	viable	0.95537	0.731	1.262	0.00467194117643087	0.0041788869210343	0.00522387409493449	-	-	-
HGNC:16379	TRIM22	0.052	n	n	-	-	-	-	0.62279	0.453	0.87	NA	NA	NA	-	-	-
HGNC:660	TRIM23	-0.055	n	n	-	-	-	-	0.37551	0.273	0.524	0.039322852047862	0.0319012182292048	0.0483656772406678	-	-	-
HGNC:11812	TRIM24	0.066	n	n	MGI:109275	-	viable	viable	0.20481	0.143	0.298	0.0701866968355978	0.0554936554107606	0.0884182942700464	-	-	-
HGNC:12932	TRIM25	-0.054	n	n	MGI:102749	viable	viable	viable	0.71914	0.565	0.922	0.0226134360644342	0.0187178960889517	0.0273981221587033	-	-	-
HGNC:12962	TRIM26	-0.016	n	n	-	-	-	-	0.35549	0.24	0.54	0.0799280275046868	0.0554423093560215	0.11498551188773	-	-	-
HGNC:9975	TRIM27	0.041	n	n	MGI:97904	-	viable	viable	0.20727	0.132	0.336	0.114876787953726	0.0722188072873022	0.180882390993628	-	-	-
HGNC:16384	TRIM28	-0.367	n	n	MGI:109274	-	lethal	lethal	0.09404	0.054	0.17	0.676588407171264	0.344489557987595	0.979945697465974	-	-	-
HGNC:17274	TRIM29	0.094	n	n	MGI:1919419	viable	viable	viable	0.91679	0.733	1.155	0.00604927006335871	0.00545369829327738	0.00670636008469614	-	-	-
HGNC:16289	TRIM31	0.047	n	n	MGI:2385051	viable	viable	viable	0.6972	0.518	0.951	0.0133528233387963	0.0109497171643908	0.0162695838219929	-	-	-
HGNC:16380	TRIM32	0.069	n	n	MGI:1917057	-	viable	viable	0.4981	0.346	0.731	0.0176564272208849	0.0141020493074627	0.0220779114586214	?Bardet-Biedl syndrome 11, 615988 (3)|Muscular dystrophy, limb-girdle, autosomal recessive 8, 254110 (3)	Muscular dystrophy, limb-girdle, autosomal recessive 8	Autosomal recessive
HGNC:16290	TRIM33	-0.148	n	n	MGI:2137357	lethal	lethal	lethal	0.13901	0.087	0.23	0.707626905574112	0.398375153256258	0.981288497105991	-	-	-
HGNC:10063	TRIM34	0.202	n	n	-	-	-	-	1.0426	0.813	1.348	0.00442774999015777	0.00395659682214452	0.00495169878243973	-	-	-
HGNC:16285	TRIM35	0.071	n	n	MGI:1914104	subviable	lethal	lethal	0.74099	0.569	0.975	0.0128143351373393	0.0109357850467822	0.014987784331813	-	-	-
HGNC:16280	TRIM36	0.015	n	n	MGI:106264	-	viable	viable	0.56586	0.433	0.747	0.0367196893885224	0.0293406488773945	0.0459921096960924	?Anencephaly 1, 206500 (3)	-	-
HGNC:7523	TRIM37	-0.677	y	n	MGI:2153072	viable	viable	viable	0.64991	0.537	0.79	0.0170496366641368	0.0153847599048297	0.01892170217721	Mulibrey nanism, 253250 (3)	Mulibrey nanism	Autosomal recessive
HGNC:10059	TRIM38	0.02	n	n	MGI:2684869	-	viable	viable	0.8959	0.678	1.198	NA	NA	NA	-	-	-
HGNC:10065	TRIM39	0.058	n	n	MGI:1890659	viable	viable	viable	0.091215	0.047	0.192	0.497968040977996	0.242182137773516	0.890985311121078	-	-	-
HGNC:18736	TRIM40	-0.018	n	n	MGI:2684881	-	viable	viable	0.99986	0.74	1.371	NA	NA	NA	-	-	-
HGNC:19013	TRIM41	-0.004	n	n	-	-	-	-	0.33356	0.236	0.48	0.166505065245701	0.103731196036911	0.267184595081235	-	-	-
HGNC:19014	TRIM42	0.028	n	n	-	-	-	-	0.87071	0.705	1.082	0.00378997025213153	0.00352945891269409	0.00406621300144833	-	-	-
HGNC:19015	TRIM43	-0.343	n	n	-	-	-	-	0.44434	0.284	0.72	NA	NA	NA	-	-	-
HGNC:37146	TRIM43B	NA	-	-	-	-	-	-	0.5983	0.399	0.921	NA	NA	NA	-	-	-
HGNC:19016	TRIM44	0.004	n	n	-	-	-	-	0.35304	0.229	0.561	0.0668969804285169	0.0421156324120929	0.10604575083618	?Aniridia 3, 617142 (3)	-	-
HGNC:19018	TRIM45	-0.215	n	n	MGI:1918187	lethal	lethal	lethal	0.89195	0.7	1.147	NA	NA	NA	-	-	-
HGNC:19019	TRIM46	-0.264	n	n	MGI:2673000	viable	viable	viable	0.23644	0.161	0.355	0.141079090261683	0.0952165786896481	0.209400612216993	-	-	-
HGNC:19020	TRIM47	-0.034	n	n	MGI:1917374	-	viable	viable	1.0579	0.834	1.353	0.0249249843576633	0.0201518712988099	0.0309953851623196	-	-	-
HGNC:19021	TRIM48	-0.062	n	n	-	-	-	-	1.1414	0.836	1.581	NA	NA	NA	-	-	-
HGNC:13431	TRIM49	NA	-	-	-	-	-	-	0.42374	0.208	0.97	NA	NA	NA	-	-	-
HGNC:42955	TRIM49B	-0.041	n	n	-	-	-	-	0.63788	0.44	0.946	NA	NA	NA	-	-	-
HGNC:38877	TRIM49C	NA	-	-	-	-	-	-	0.26061	0.106	0.82	NA	NA	NA	-	-	-
HGNC:43973	TRIM49D1	-0.155	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:37217	TRIM49D2	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:19017	TRIM50	-0.062	n	n	-	-	-	-	0.80427	0.611	1.071	0.00735251400045015	0.00653679855786277	0.00829495709738093	-	-	-
HGNC:19023	TRIM51	NA	-	-	-	-	-	-	0.81744	0.583	1.167	NA	NA	NA	-	-	-
HGNC:43972	TRIM51G	NA	-	-	-	-	-	-	0.70761	0.401	1.326	NA	NA	NA	-	-	-
HGNC:19024	TRIM52	0.011	n	n	-	-	-	-	0.7987	0.584	1.108	0.0058912706737826	0.005063550988292	0.00686144229358767	-	-	-
HGNC:16008	TRIM54	-0.193	n	n	MGI:1889623	-	viable	viable	0.95327	0.739	1.241	0.00361465163423817	0.00327839219047723	0.00398040540024034	-	-	-
HGNC:14215	TRIM55	-0.03	n	n	MGI:3036269	viable	viable	viable	0.80532	0.639	1.022	0.002649897813944	0.00248034596229999	0.00283185340236161	-	-	-
HGNC:19028	TRIM56	-0.035	n	n	MGI:2685298	viable	viable	viable	0.58915	0.37	0.975	0.0214633960154352	0.0157953819727503	0.029106937708947	-	-	-
HGNC:24150	TRIM58	0.194	n	n	MGI:2684862	viable	viable	viable	1.4967	1.137	1.888	NA	NA	NA	-	-	-
HGNC:30834	TRIM59	0.096	n	n	MGI:1914199	subviable	lethal	lethal	0.4389	0.293	0.676	0.00809172467609759	0.00702845074291036	0.00934845941560388	-	-	-
HGNC:21162	TRIM60	0.103	n	n	-	-	-	-	0	0	1.87	0.00647292226248524	0.00205256052766136	0.0192234573951342	-	-	-
HGNC:24339	TRIM61	-0.299	n	n	MGI:2387432	viable	viable	viable	0	0	0.871	NA	NA	NA	-	-	-
HGNC:25574	TRIM62	0.001	n	n	MGI:1914775	-	viable	viable	1.0188	0.788	1.331	0.00440751384896972	0.00397443596168044	0.00489279657316339	-	-	-
HGNC:16007	TRIM63	0.086	n	n	MGI:2447992	-	viable	viable	1.0314	0.807	1.33	0.00123123833978691	0.00116648569936121	0.00130121204577699	-	-	-
HGNC:14663	TRIM64	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:37147	TRIM64B	NA	-	-	-	-	-	-	0	0	0.118	NA	NA	NA	-	-	-
HGNC:37148	TRIM64C	-0.266	n	n	-	-	-	-	0.78697	0.561	1.124	0.00301040463686994	0.00276244978802591	0.00327724373949084	-	-	-
HGNC:27316	TRIM65	-0.111	n	n	MGI:2442815	viable	viable	viable	1.6857	1.319	1.95	0.00099311668617022	0.0009423262444452	0.00104613419703391	-	-	-
HGNC:29005	TRIM66	-0.245	n	n	MGI:2152406	-	viable	viable	0.62079	0.523	0.738	0.00972062726581541	0.00899329549713665	0.0105062203223858	-	-	-
HGNC:31859	TRIM67	-0.049	n	n	MGI:3045323	-	viable	viable	0.64125	0.491	0.847	0.0176573997761286	0.0149982960101449	0.0207829266477349	-	-	-
HGNC:21161	TRIM68	0.13	n	n	MGI:2142077	viable	viable	viable	0.80706	0.626	1.051	0.0024930908193886	0.00233719716130293	0.00265572559549844	-	-	-
HGNC:17857	TRIM69	-0.003	n	n	MGI:1918178	-	viable	viable	0.73323	0.555	0.98	0.00468075370919809	0.00422195632240577	0.00518547229610573	-	-	-
HGNC:32669	TRIM71	-0.034	n	n	MGI:2685973	lethal	lethal	lethal	0.15759	0.094	0.275	0.593061381868229	0.288320514325144	0.958892307339259	Hydrocephalus, congenital, 4, 618667 (3)	Hydrocephalus, congenital, 4	Autosomal dominant
HGNC:32671	TRIM72	-0.132	n	n	MGI:3612190	-	viable	viable	1.2348	0.938	1.64	0.00578320197690054	0.00501239372449173	0.00665809326624513	-	-	-
HGNC:18162	TRIM73	NA	-	-	-	-	-	-	0	0	0.449	NA	NA	NA	-	-	-
HGNC:17453	TRIM74	NA	-	-	-	-	-	-	0.4845	0.196	1.46	NA	NA	NA	-	-	-
HGNC:32686	TRIM75	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:34228	TRIM77	0.026	n	n	-	-	-	-	0.73996	0.494	1.139	0.0095705845734618	0.0079051772530793	0.0116150490340304	-	-	-
HGNC:26698	TRIML1	0.079	n	n	-	-	-	-	1.1008	0.854	1.433	0.00521030503287778	0.00458314094357943	0.00594195401927535	-	-	-
HGNC:26378	TRIML2	0.088	n	n	-	-	-	-	0.84024	0.611	1.174	0.00875752981255563	0.00726501537344202	0.0105791276298317	-	-	-
HGNC:12303	TRIO	-0.192	n	n	MGI:1927230	lethal	lethal	lethal	0.17438	0.14	0.217	0.213717496331966	0.169231176964689	0.270014996292785	Intellectual developmental disorder, autosomal dominant 44, with microcephaly, 617061 (3)|Intellectual developmental disorder, autosomal dominant 63, with macrocephaly, 618825 (3)	Intellectual developmental disorder, autosomal dominant 44, with microcephaly|Intellectual developmental disorder, autosomal dominant 63, with macrocephaly	Autosomal dominant
HGNC:17009	TRIOBP	-0.023	n	n	MGI:1349410	viable	lethal	lethal	0.76207	0.672	0.866	NA	NA	NA	Deafness, autosomal recessive 28, 609823 (3)	Deafness, autosomal recessive 28	Autosomal recessive
HGNC:12310	TRIP4	-0.167	n	n	MGI:1928469	viable	-	viable	0.631	0.5	0.803	0.0133872393219196	0.0119422678691384	0.0149968690234076	?Muscular dystrophy, congenital, Davignon-Chauveau type, 617066 (3)|Spinal muscular atrophy with congenital bone fractures 1, 616866 (3)	Spinal muscular atrophy with congenital bone fractures 1	Autosomal recessive
HGNC:12311	TRIP6	-0.138	n	n	MGI:1343458	viable	viable	viable	0.6745	0.51	0.902	0.00647913315031056	0.00578765213045933	0.00725834715775002	-	-	-
HGNC:12304	TRIP10	-0.119	n	n	MGI:2146901	-	viable	viable	0.64652	0.516	0.815	0.026365410155782	0.0222846949050777	0.0311530516965403	-	-	-
HGNC:12305	TRIP11	-0.024	n	n	MGI:1924393	-	lethal	lethal	0.63567	0.553	0.732	0.0088551188027848	0.00833538738565996	0.00941552525500237	Achondrogenesis, type IA, 200600 (3)|Odontochondrodysplasia 1, 184260 (3)	Achondrogenesis, type IA|Odontochondrodysplasia 1	Autosomal recessive
HGNC:12306	TRIP12	-0.152	n	n	MGI:1309481	-	lethal	lethal	0.10343	0.074	0.145	0.89031176284214	0.676443926009974	0.996316193295311	Intellectual developmental disorder, autosomal dominant 49, 617752 (3)	Intellectual developmental disorder, autosomal dominant 49	Autosomal dominant
HGNC:12307	TRIP13	-0.336	n	n	MGI:1916966	viable	lethal	lethal	0.41817	0.3	0.592	0.106023827423316	0.069438928560239	0.161165515964855	Mosaic variegated aneuploidy syndrome 3, 617598 (3)|Oocyte/zygote/embryo maturation arrest 9, 619011 (3)	Mosaic variegated aneuploidy syndrome 3|Oocyte/zygote/embryo maturation arrest 9	Autosomal recessive
HGNC:27828	TRIQK	0.136	n	n	-	-	-	-	0	0	1.815	0.0103678487438404	0.00784592596626042	0.0136753308051418	-	-	-
HGNC:28424	TRIR	-0.219	n	n	-	-	-	-	0.41668	0.217	0.876	0.388829841293379	0.112064510918591	0.898644217266009	-	-	-
HGNC:20286	TRIT1	-0.156	n	n	MGI:1914216	lethal	lethal	lethal	0.76523	0.588	1.007	0.00152752462479031	0.00145434346778367	0.00160513223712754	Combined oxidative phosphorylation deficiency 35, 617873 (3)	Combined oxidative phosphorylation deficiency 35	Autosomal recessive
HGNC:30967	TRMO	-0.005	n	n	MGI:1922003	-	viable	viable	0.6588	0.463	0.957	0.00167967555841409	0.00157305299171148	0.00179222319541671	-	-	-
HGNC:25980	TRMT1	-0.049	n	n	MGI:1289155	subviable	lethal	lethal	0.78778	0.641	0.973	0.0144098965925233	0.0126987542569603	0.0163399924664124	Intellectual developmental disorder, autosomal recessive 68, 618302 (3)	Intellectual developmental disorder, autosomal recessive 68	Autosomal recessive
HGNC:16782	TRMT1L	0.006	n	n	MGI:1916185	-	viable	viable	0.40875	0.299	0.567	0.0575772084598076	0.0448969688676151	0.0739930758304198	-	-	-
HGNC:24974	TRMT2A	-0.126	n	n	MGI:96270	viable	viable	viable	1.0992	0.894	1.36	0.00971581997965241	0.0086067262055054	0.0109474066697304	-	-	-
HGNC:25748	TRMT2B	0.016	n	n	MGI:2442530	-	viable	viable	NA	NA	NA	0.0139382362763228	0.0115720742828345	0.0167773663945409	-	-	-
HGNC:23141	TRMT5	-0.749	y	n	MGI:1923607	lethal	lethal	lethal	0.72537	0.549	0.97	0.02538002192516	0.0204892280017476	0.0313092618763784	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay, 616539 (3)	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay	Autosomal recessive
HGNC:20900	TRMT6	-0.374	n	n	-	-	-	-	0.57945	0.433	0.786	0.0305990361667245	0.024826826503437	0.0375961826223816	-	-	-
HGNC:26725	TRMT9B	0.06	n	n	MGI:2442328	viable	viable	viable	1.3743	0.969	1.861	0.00774173289849718	0.00623284217702318	0.00961873240475676	-	-	-
HGNC:28403	TRMT10A	-0.043	n	n	MGI:1920421	-	viable	viable	0.89174	0.68	1.182	0.00361288281901995	0.00334088835660947	0.00390034447433532	Microcephaly, short stature, and impaired glucose metabolism 1, 616033 (3)	Microcephaly, short stature, and impaired glucose metabolism 1	Autosomal recessive
HGNC:26454	TRMT10B	0.071	n	n	MGI:1917184	viable	viable	viable	0.72054	0.541	0.972	NA	NA	NA	-	-	-
HGNC:26022	TRMT10C	-0.433	n	n	-	-	-	-	0.49406	0.33	0.761	0.00579370025038134	0.00508243178609493	0.00660201792064545	Combined oxidative phosphorylation deficiency 30, 616974 (3)	Combined oxidative phosphorylation deficiency 30	Autosomal recessive
HGNC:21080	TRMT11	-0.066	n	n	-	-	-	-	0.79579	0.594	1.079	0.00564914470630268	0.00512809936253157	0.00622491026718575	-	-	-
HGNC:26091	TRMT12	-0.125	n	n	-	-	-	-	0.26578	0.108	0.837	0.0427122737432891	0.022056931521579	0.0816391334322427	-	-	-
HGNC:25502	TRMT13	-0.032	n	n	-	-	-	-	0.79333	0.607	1.048	0.00507838867974462	0.00462186344844632	0.00557280649171496	-	-	-
HGNC:26653	TRMT44	0.244	n	n	MGI:1926140	viable	viable	viable	0.9684	0.791	1.192	NA	NA	NA	-	-	-
HGNC:23790	TRMT61A	-0.216	n	n	-	-	-	-	0.76894	0.513	1.184	0.00711840552632017	0.00594005580840483	0.00850230346156653	-	-	-
HGNC:26070	TRMT61B	-0.205	n	n	-	-	-	-	1.0125	0.775	1.337	0.0027844332197485	0.00259270402122702	0.00299087959672847	-	-	-
HGNC:26940	TRMT112	-1.812	y	y	-	-	-	-	0.64419	0.387	1.124	0.0149934142151432	0.0105655185653055	0.0212029610821638	-	-	-
